id,user,brewery,name,abv,rating,style,country,drink_country,drink_city,drink_datetime,"notes",creation_datetime,last_updated,country_iso,brew_with,brew_year,tags
14913,1,Laurelwood,Organic Free Range Red,6.1,2.9,Amber Ale,USA,USA,Portland,2012-08-01,"",15:54.5,15:54.5,us,,,
14914,1,Rogue,Voodoo Doughnut Bacon Maple Ale,5.6,0.7,Smoked,USA,USA,Eden Prairie,2012-08-01,"Just... kind of a strange beer.",15:54.5,15:54.5,us,,,bacon;maple
14915,1,Schell's,Grain Belt Premium,4.6,2.4,Pale Lager,USA,USA,Eden Prairie,2012-08-01,"",15:54.5,15:54.5,us,,,
14916,1,Rogue,Morimoto Soba Ale,4.8,2.6,Specialty Grain,USA,USA,Minneapolis,2012-08-01,"",15:54.5,15:54.5,us,,,soba
14917,1,Ellicottville,Mowmasters Ultra Pale Ale,5,1.7,American Pale Ale,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14918,1,Southern Tier,Hop Sun,5.1,1.8,Wheat Ale,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14919,1,Samuel Adams,Blueberry Witbier,5.5,1.6,Fruit Beer,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,blueberry
14920,1,Sierra Nevada,Summerfest,5,1.7,Premium Lager,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14921,1,Shock Top,Wheat IPA,5.8,1.7,IPA,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14922,1,Long Trail,Ale,4.6,1.9,Altbier,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14923,1,Dundee,Summer Wheat,4.5,2.1,Wheat Ale,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14924,1,Lake Placid,High Peaks Hefeweizen,5.5,2,Hefeweizen,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14925,1,Southern Tier,Phin & Matt's Extraordinary Ale,5.7,1.9,American Pale Ale,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14926,1,Lake Placid,Ubu Ale,7,0.8,English Strong Ale,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14927,1,Southern Tier,IPA,7.3,2.4,IPA,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14928,1,Widmer Brothers,Omission,4.6,2.3,Specialty Grain,USA,USA,Ithaca,2012-08-01,"Gluten Free",15:54.5,15:54.5,us,,,
14929,1,Southern Tier,2X Stout,9.6,3.4,Sweet Stout,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14930,1,Cooperstown,Benchwarmer,6.3,2.3,Porter,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14931,1,Flying Dog,Doggie Style Classic Pale Ale,5.5,1.9,American Pale Ale,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14932,1,Blue Moon,Belgian White Ale,5.4,3,Belgian White,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14933,1,Modelo,Negra,5.4,2.2,Vienna,Mexico,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,mx,,,
14934,1,Pyramid,Curve Ball Blonde Ale,5,2.6,Kölsch,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,
14935,1,Wolaver's,Oatmeal Stout,5.9,1.9,Sweet Stout,USA,USA,Ithaca,2012-08-01,"",15:54.5,15:54.5,us,,,oatmeal
14936,1,Kona,Longboard Lager,4.6,2.6,Premium Lager,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14937,1,Southampton,Double White Ale,6.7,1.7,Belgian White,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14938,1,Breckenridge,Vanilla Porter,4.7,3.6,Porter,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,vanilla
14939,1,Magic Hat,Blind Faith,6.2,0.8,IPA,USA,USA,Ithaca,2012-09-01,"Actually didn't finish it, poured it out halfway through",15:54.5,15:54.5,us,,,
14940,1,Southern Tier,Porter,5.8,1.5,Porter,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14941,1,Delirium,Tremens,8.5,3.3,Belgian Strong Ale,Belgium,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,be,,,
14942,1,Hitachino Nest,White Ale,5,2.2,Belgian White,Japan,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,jp,,,
14943,1,Southern Tier,Harvest Ale,6.7,2.1,Premium Bitter,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14944,1,Redhook,ESB,5.8,2.5,Premium Bitter,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14945,1,Flying Dog,In-Heat Wheat Hefeweizen,4.7,2.9,Hefeweizen,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14946,1,Victory,Prima Pils,5.3,2.7,Pilsener,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14947,1,Shipyard,Export Ale,5.1,2.3,Golden Ale,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14948,1,Buffalo Bill's,America's Original Pumpkin Ale,6,2.9,Spice,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,pumpkin
14949,1,Long Trail,Double Bag,7.2,2.7,Altbier,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14950,1,Middle Ages,ImPaled Ale,6.5,2.4,IPA,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14951,1,Middle Ages,Beast Bitter,5.3,2.6,Premium Bitter,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14952,1,Middle Ages,Grail Ale,5,1.9,Amber Ale,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14953,1,Magic Hat,#9,5.1,2.5,Fruit Beer,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14954,1,Breckenridge,Avalanche Amber,4.4,1.3,Amber Ale,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14955,1,Breckenridge,Lucky U IPA,6.2,1.7,IPA,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14956,1,Green Flash,West Coast IPA,7.3,2.5,IPA,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14957,1,Redhook,Wit,5.3,3.1,Belgian White,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14958,1,Southern Tier,422 Pale Wheat Ale,5.8,2.1,Wheat Ale,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14959,1,Goose Island,Sofie,6.5,2.9,Saison,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14960,1,Rogue,Shakespeare Oatmeal Stout,6.1,3.1,Stout,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,oatmeal
14961,1,Goose Island,Pere Jacques,8.7,3,Belgian Strong Ale,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14962,1,Firehouse,Barely Blonde Ale,5.5,2,Golden Ale,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14963,1,Dos Equis,XX Special Lager,4.3,2,Pale Lager,Mexico,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,mx,,,
14964,1,Peak Organic,Fall Summit Ale,5.7,2.8,Amber Ale,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14965,1,Sierra Nevada,Pale Ale,5.6,2.6,American Pale Ale,USA,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,us,,,
14966,1,Modelo,Especial,3.5,3.4,Pale Lager,Mexico,USA,Ithaca,2012-09-01,"",15:54.5,15:54.5,mx,,,
14967,1,Anchor,Porter,5.6,3.5,Porter,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14968,1,Flying Dog,Old Scratch,5.5,2.1,California Common,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14969,1,Blue Point,Toasted Lager,5.3,2.4,Vienna,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14970,1,Anchor,Steam Beer,4.9,2.2,California Common,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14971,1,City Steam,The Naughty Nurse Amber Ale,5,2.2,English Pale Ale,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14972,1,Saranac,Pumpkin Ale,5.4,2.7,Spice,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,pumpkin
14973,1,Blue Point,Hoptical Illusion,6.8,0.6,IPA,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14974,1,City Steam,Blonde on Blonde,6,2.2,IPA,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14975,1,Brooklyn,Pilsner,5.1,2.5,Pilsener,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14976,1,Flying Dog,Snake Dog IPA,7.1,1.9,IPA,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14977,1,Southampton,Publick House Keller Pils,5,1.6,Pilsener,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14978,1,Singha,,5,2.1,Premium Lager,Thailand,USA,Boston,2012-10-01,"",15:54.5,15:54.5,th,,,
14979,1,Heineken,33 Export,4.8,2.2,Pale Lager,Vietnam,USA,Boston,2012-10-01,"",15:54.5,15:54.5,vn,,,
14980,1,Widmer Brothers,Drifter Pale Ale,5.7,2.3,American Pale Ale,USA,USA,Boston,2012-10-01,"",15:54.5,15:54.5,us,,,
14981,1,Otter Creek,Stovepipe Porter,4.4,2.1,Porter,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14982,1,Ommegang,Hennepin,7.7,3.3,Saison,USA,USA,New York City,2012-10-01,"",15:54.5,15:54.5,us,,,
14983,1,Lindemans,Framboise,2.5,3.4,Lambic,Belgium,USA,New York City,2012-10-01,"",15:54.5,15:54.5,be,,,raspberry
14984,1,Middle Ages,Wailing Wench,8,2.9,Double IPA,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14985,1,Anchor,Summer Beer,4.6,2.4,Wheat Ale,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14986,1,Buffalo Bill's,Alimony Ale,6.8,2.6,IPA,USA,USA,Ithaca,2012-10-01,"",15:54.5,15:54.5,us,,,
14987,1,Anchor,Liberty Ale,5.9,2.5,American Pale Ale,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,
14988,1,Widmer Brothers,Hefeweizen,4.9,2.3,Wheat Ale,USA,USA,Ithaca,2012-11-01,"6.7 11/12, 6.1 6/13, took the average",15:54.5,15:54.5,us,,,
14989,1,Anchor,Bock Beer,5.5,2.4,Dunkler Bock,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,
14990,1,Harpoon,UFO Raspberry Hefeweizen,4.8,2.4,Fruit Beer,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,raspberry
14991,1,Southern Tier,Old Man Winter Ale,7,1.2,Old Ale,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,
14992,1,Brooklyn,Pennant Ale,5,1.5,English Pale Ale,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,
14993,1,Harpoon,Chocolate Stout,5.9,3.1,Sweet Stout,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,cacao
14994,1,Henry Weinhard's,Private Reserve,4.8,1.1,Pale Lager,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,
14995,1,Widmer Brothers,Citra Blonde,4.3,1.9,Golden Ale,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,
14996,1,Goose Island,Mild Winter,5.6,1.8,Specialty Grain,USA,USA,Ithaca,2012-12-01,"",15:54.5,15:54.5,us,,,
14997,1,Smuttynose,Winter Ale,5.83,2.2,Abbey Dubbel,USA,USA,Ithaca,2012-12-01,"",15:54.5,15:54.5,us,,,
14998,1,Newcastle,Winter IPA,5.2,2.4,Premium Bitter,England,USA,Ithaca,2012-12-01,"",15:54.5,15:54.5,gb,,,
14999,1,Great Lakes,Dortmunder Gold,5.8,2.1,Dortmunder,USA,USA,Philadelphia,2012-11-01,"",15:54.5,15:54.5,us,,,
15000,1,Almaza,Pilsener,5,1.5,Pale Lager,Lebanon,USA,Washington DC,2012-11-01,"",15:54.5,15:54.5,lb,,,
15001,1,Evil Twin,Lil' B,11.5,3.4,Strong Porter,Denmark,USA,Washington DC,2012-11-01,"",15:54.5,15:54.5,dk,,,
15002,1,North Coast,Old Rasputin,9,3,Imperial Stout,USA,USA,Washington DC,2012-11-01,"",15:54.5,15:54.5,us,,,
15003,1,Pinkus,Hefe Weizen,5,2,Hefeweizen,Germany,USA,Washington DC,2012-11-01,"",15:54.5,15:54.5,de,,,
15004,1,Sierra Nevada,Celebration Ale,6.8,2.7,IPA,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,
15005,1,Bacchus,Red Rye Ale,4.7,1.7,Specialty Grain,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,
15006,1,Wolaver's,Coffee Porter,5,2.9,Porter,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,coffee
15007,1,Harpoon,Winter Warmer,5.9,3.2,Spice,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,cinnamon;nutmeg
15008,1,Peak Organic,Winter Session Ale,5,3.1,Dunkelweizen,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,
15009,1,Labatt,Märzen,5,2.5,Oktoberfest,Canada,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,ca,,,
15010,1,Labatt,Porter,5,3,Porter,Canada,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,ca,,,
15011,1,Labatt,Red Lager,4.5,2.3,American Dark Lager,Canada,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,ca,,,
15012,1,Labatt,Brown Ale,5,2.3,Brown Ale,Canada,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,ca,,,
15013,1,Saranac,Imperial IPA,8.5,1.9,Double IPA,USA,USA,Ithaca,2013-04-01,"",15:54.5,15:54.5,us,,,
15014,1,Shock Top,Raspberry Wheat,5.2,2.4,Fruit Beer,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,raspberry
15015,1,Great Lakes,Winter Ale,6.2,2.6,Spice,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,cinnamon;honey;ginger;orange
15016,1,Great Divide,Yeti,9.5,2.8,Imperial Stout,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,
15017,1,Henry Weinhard's,Woodland Pass IPA,6,2.9,IPA,USA,USA,Ithaca,2012-11-01,"",15:54.5,15:54.5,us,,,
15018,1,Two Goats,Oatmeal Stout,6,3.6,Stout,USA,USA,Hector,2012-12-01,"",15:54.5,15:54.5,us,,,oatmeal
15019,1,Two Goats,Redbeard Red Ale,5.4,2.4,Amber Ale,USA,USA,Hector,2012-12-01,"",15:54.5,15:54.5,us,,,
15020,1,Two Goats,Goatmaster Ultra Pale,7.2,2.4,American Pale Ale,USA,USA,Hector,2012-12-01,"",15:54.5,15:54.5,us,,,
15021,1,Two Goats,Headbutt,6.3,3.2,Sweet Stout,USA,USA,Hector,2012-12-01,"",15:54.5,15:54.5,us,,,
15022,1,Ellicottville,Blueberry Wheat,4.2,1.7,Fruit Beer,USA,USA,Ithaca,2012-12-01,"",15:54.5,15:54.5,us,,,blueberry
15023,1,Redhook,Winterhook,6,1.9,English Strong Ale,USA,USA,Ithaca,2012-12-01,"",15:54.5,15:54.5,us,,,
15024,1,Ommegang,Three Philosophers,9.8,4.1,Quadrupel,USA,USA,Ithaca,2012-12-01,"",15:54.5,15:54.5,us,,,
15025,1,Rogue,Santa's Private Reserve,6,2.7,Amber Ale,USA,USA,Ithaca,2012-12-01,"",15:54.5,15:54.5,us,,,
15026,1,Brooklyn,Winter Ale,6.1,2.3,Scottish Ale,USA,USA,Ithaca,2012-12-01,"",15:54.5,15:54.5,us,,,
15027,1,Harpoon,UFO Hefeweizen,4.8,2.1,Wheat Ale,USA,USA,Ithaca,2012-12-01,"",15:54.5,15:54.5,us,,,
15028,1,Rogue,Somer Orange Honey Ale,5,3.4,Wheat Ale,USA,USA,Eden Prairie,2012-12-01,"",15:54.5,15:54.5,us,,,honey;orange
15029,1,Rogue,Hazelnut Brown Nectar,6.2,2.9,Brown Ale,USA,USA,Minneapolis,2012-12-01,"",15:54.5,15:54.5,us,,,hazelnut
15030,1,New Belgium,1554,5.6,3.4,Traditional Ale,USA,USA,Duluth,2012-12-01,"",15:54.5,15:54.5,us,,,
15031,1,Surly,Coffee Bender,5.1,3,Brown Ale,USA,USA,Duluth,2012-12-01,"",15:54.5,15:54.5,us,,,coffee
15032,1,Brau Brothers,Moo Joos,5.8,2.9,Sweet Stout,USA,USA,Duluth,2012-12-01,"",15:54.5,15:54.5,us,,,oatmeal;milk
15033,1,Bell's,Amber Ale,5.8,2.9,Amber Ale,USA,USA,Duluth,2012-12-01,"",15:54.5,15:54.5,us,,,
15034,1,Peroni,,5.1,2.4,Pale Lager,Italy,USA,Minneapolis,2012-12-01,"",15:54.5,15:54.5,it,,,
15035,1,Blue Moon,Caramel Apple-Spiced Ale,5.8,2.9,Spice,USA,USA,Eden Prairie,2012-12-01,"",15:54.5,15:54.5,us,,,apple
15036,1,Indeed,Midnight Ryder,6.5,2.8,Black IPA,USA,USA,Minneapolis,2012-12-01,"",15:54.5,15:54.5,us,,,
15037,1,Indeed,Day Tripper,5.4,2.7,American Pale Ale,USA,USA,Minneapolis,2012-12-01,"",15:54.5,15:54.5,us,,,
15038,1,Lift Bridge,Farm Girl Belgian Saison,6,2.8,Saison,USA,USA,Minneapolis,2012-12-01,"",15:54.5,15:54.5,us,,,
15039,1,Samuel Smith's,Nut Brown Ale,5,2.8,Brown Ale,England,USA,Eden Prairie,2012-12-01,"",15:54.5,15:54.5,gb,,,
15040,1,Mississippi Mud,Black & Tan,5,2.6,Porter,USA,USA,Eden Prairie,2013-01-01,"",15:54.5,15:54.5,us,,,
15041,1,African,Queen,3.6,3.9,Fruit Beer,Netherlands,Netherlands,Amsterdam,2013-01-01,"",15:54.5,15:54.5,nl,,,
15042,1,Palm,Speciale,5.4,2.9,Belgian Ale,Belgium,Netherlands,Amsterdam,2013-01-01,"",15:54.5,15:54.5,be,,,
15043,1,La Trappe,Dubbel,7,4.2,Abbey Dubbel,Netherlands,Netherlands,Amsterdam,2013-01-01,"",15:54.5,15:54.5,nl,,,
15044,1,Maallust,De Kolonist,5,3.4,Belgian White,Netherlands,Czech Republic,Prague,2013-01-01,"",15:54.5,15:54.5,nl,,,
15045,1,Kozel,Černý,3.8,2.7,Dunkel,Czech Republic,Czech Republic,Prague,2013-01-01,"",15:54.5,15:54.5,cz,,,
15046,1,Staropramen,Ležák,4.8,3,Pilsener,Czech Republic,Czech Republic,Prague,2013-01-01,"",15:54.5,15:54.5,cz,,,
15047,1,Gulpener,Wintervrund,8.5,1.9,Belgian Strong Ale,Netherlands,Czech Republic,Prague,2013-01-01,"",15:54.5,15:54.5,nl,,,
15048,1,Staropramen,Černý,4.4,2.4,Dunkel,Czech Republic,Czech Republic,Prague,2013-01-01,"",15:54.5,15:54.5,cz,,,
15049,1,Rooie Dop,Double Oatmeal Stout,9.6,0.8,Imperial Stout,Netherlands,Czech Republic,Prague,2013-01-01,"",15:54.5,15:54.5,nl,,,oatmeal
15050,1,Mendocino,White Hawk,7,1.9,IPA,USA,USA,Berkeley,2015-01-01,"",15:54.5,15:54.5,us,,,
15051,1,Bernard,Světlý Ležák,4.7,1.2,Pilsener,Czech Republic,Czech Republic,Prague,2013-01-01,"",15:54.5,15:54.5,cz,,,
15052,1,Brouwerij 't ij,Speciale Vlo,7,3,Belgian Strong Ale,Netherlands,Czech Republic,Prague,2013-01-01,"",15:54.5,15:54.5,nl,,,
15053,1,Svijanský,Máz,4.8,2.7,Pilsener,Czech Republic,Czech Republic,Prague,2013-01-01,"",15:54.5,15:54.5,cz,,,
15054,1,Brouwerij de Molen,Rasputin,10.7,3.4,Imperial Stout,Netherlands,Netherlands,Amsterdam,2013-01-01,"",15:54.5,15:54.5,nl,,,
15055,1,Brouwerij de Prael,Sjakie,8.5,3.6,Abbey Tripel,Netherlands,Netherlands,Amsterdam,2013-01-01,"",15:54.5,15:54.5,nl,,,
15056,1,Badger Hill,Foundation Stout,6.3,2.6,Stout,USA,USA,Eden Prairie,2013-01-01,"",15:54.5,15:54.5,us,,,
15057,1,Alaskan,White,5.3,2.6,Belgian White,USA,USA,Minneapolis,2013-01-01,"",15:54.5,15:54.5,us,,,
15058,1,Otter Creek,Winter Red Ale,5.5,1.9,Amber Ale,USA,USA,Ithaca,2013-01-01,"",15:54.5,15:54.5,us,,,
15059,1,Ommegang,Abbey Ale,8.5,4.2,Abbey Dubbel,USA,USA,Ithaca,2013-01-01,"",15:54.5,15:54.5,us,,,
15060,1,Southern Tier,Eurotrash Pillz,5.2,3.2,Pilsener,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15061,1,Full Sail,Wassail,7.2,2.4,English Strong Ale,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15062,1,Magic Hat,Pistil,4.5,2.7,Spice,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,flower
15063,1,Third Shift,Amber Lager,5.3,2.9,Vienna,USA,USA,Ithaca,2013-02-01,"Actually brewed by MillerCoors",15:54.5,15:54.5,us,,,
15064,1,Anchor,Humming Ale,5.9,2,American Pale Ale,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15065,1,Unibroue,La Fin du Monde,9,3.4,Abbey Tripel,Canada,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,ca,,,
15066,1,Lagunitas,New DogTown Pale Ale,6.2,2.7,American Pale Ale,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15067,1,Southern Tier,Iniquity,9,3,Black IPA,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15068,1,Unibroue,Blanche de Chambly,5,3.7,Belgian White,Canada,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,ca,,,
15069,1,Peak Organic,Nut Brown Ale,4.7,2.6,Brown Ale,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15070,1,Hitachino Nest,Sweet Stout,3.9,2.4,Sweet Stout,Japan,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,jp,,,milk
15071,1,Hitachino Nest,Red Rice Ale,7,2.8,Traditional Ale,Japan,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,jp,,,rice
15072,1,Great Lakes,Edmund Fitzgerald Porter,5.8,2.4,Porter,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15073,1,Dogfish Head,90 Minute Imperial IPA,9,2.9,Double IPA,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15074,1,Ithaca,Ground Break Saison,6.2,2.9,Saison,USA,USA,Ithaca,2012-02-01,"",15:54.5,15:54.5,us,,,
15075,1,Ithaca,Cold Front,7.2,2.3,Belgian Ale,USA,USA,Ithaca,2012-02-01,"",15:54.5,15:54.5,us,,,
15076,1,Brouwerij Van Steenberge,Gulden Draak,10.5,2.7,Belgian Strong Ale,Belgium,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,be,,,
15077,1,Southern Tier,2X IPA,8.2,3.3,Double IPA,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15078,1,Full Sail,Amber Ale,5.5,1.9,Amber Ale,USA,USA,Ithaca,2012-02-01,"",15:54.5,15:54.5,us,,,
15079,1,Peak Organic,Pomegranate Wheat,5.9,3.4,Fruit Beer,USA,USA,Ithaca,2012-02-01,"",15:54.5,15:54.5,us,,,pomegranate
15080,1,Peak Organic,Simcoe Spring,5.4,2.6,American Pale Ale,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15081,1,Dogfish Head,120 Minute Imperial IPA,18,1.8,Double IPA,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15082,1,Peak Organic,Hop Noir,8.2,3.2,Black IPA,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15083,1,Peak Organic,IPA,7.2,3.3,IPA,USA,USA,Ithaca,2012-02-01,"",15:54.5,15:54.5,us,,,
15084,1,Stone,Arrogant Bastard Ale,7.2,2.4,American Strong Ale,USA,USA,Ithaca,2013-02-01,"Kind of exploded in the back of Abraham's car so had to be drank fast without chilling... so maybe it's better.  Will have to try again",15:54.5,15:54.5,us,,,
15085,1,J.W. Lees,Manchester Star Ale,7.3,2.6,Porter,England,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,gb,,,
15086,1,Unibroue,Maudite,8,4.1,Belgian Strong Ale,Canada,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,ca,,,
15087,1,Victory,Dark Intrigue,9.1,4.2,Imperial Stout,USA,USA,Ithaca,2013-02-01,"Whisky.",15:54.5,15:54.5,us,,,barrel-aged;whisky
15088,1,Dogfish Head,Raison D'Etre,8,2.8,Belgian Strong Ale,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,raisin
15089,1,Rogue,Morimoto Imperial Pilsner,8.8,1.8,Imperial Pils,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15090,1,Lagunitas,IPA,6.2,2.6,IPA,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15091,1,Ommegang,XV,9.6,3.4,Belgian Strong Ale,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15092,1,Straub,American Lager,4.3,1,Pale Lager,USA,USA,Ithaca,2013-02-01,"",15:54.5,15:54.5,us,,,
15093,1,Kona,Koko Brown,5.5,1.6,Brown Ale,USA,USA,Ithaca,2013-02-01,"Too much coconut",15:54.5,15:54.5,us,,,
15094,1,Samuel Adams,New Albion Ale,6,1,American Pale Ale,USA,USA,Ithaca,2013-02-01,"Tricked! Didn't realize this was Sam Adams.",15:54.5,15:54.5,us,,,
15095,1,Wolaver's,Organic Wildflower Wheat,4.25,2.4,Wheat Ale,USA,USA,Ithaca,2013-02-01,"Strong taste of honey",15:54.5,15:54.5,us,,,chamomile;flower;honey
15096,1,Pabst,Colt 45 6%,6,0.9,Malt Liquor,USA,USA,Ithaca,2013-03-01,"It doesn't taste like anything.",15:54.5,15:54.5,us,,,
15097,1,Unibroue,Éphémère,5.5,2.9,Fruit Beer,Canada,USA,Ithaca,2013-03-01,"Apple",15:54.5,15:54.5,ca,,,apple
15098,1,Dogfish Head,Miles Davis' Bitches Brew,9,1.6,Imperial Stout,USA,USA,Ithaca,2013-03-01,"Too much coffee",15:54.5,15:54.5,us,,,coffee
15099,1,Victory,Hop Devil,6.7,3.1,IPA,USA,USA,Ithaca,2013-03-01,"",15:54.5,15:54.5,us,,,
